code|await_sync_at|barcode_df|barcode_items_df|cbenef_df|cbenef_items_df|cest_df|cest_items_df|cfop_df|cfop_items_df|cofins_aliquota_df|cofins_aliquota_items_df|description_df|description_items_df|divergent_columns_df|estado_destino_df|estado_destino_items_df|estado_origem_df|estado_origem_items_df|icms_aliquota_df|icms_aliquota_items_df|icms_aliquota_reduzida_df|icms_aliquota_reduzida_items_df|icms_cst_df|icms_cst_items_df|naturezareceita_df|naturezareceita_id|naturezareceita_items_df|ncm_df|ncm_items_df|pis_aliquota_df|pis_aliquota_items_df|piscofins_cst_df|piscofins_cst_items_df|protege_df|protege_items_df|sequencial_df|sequencial_items_df|status_item|sync_at|sync_validate_at
507659|2024-10-28 18:04:58.498525+00:00|7896523102054|7896523102054|||1401200|1401200|5102|5102|0.0|7.6|PRATO LAMINADO PRATA N.10|PRATO LAMINADO PRATA N.10|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|48236900|48236900|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507660|2024-10-28 18:04:58.498525+00:00|7909843883975|7909843883975|||||5102|5102|0.0|7.6|SAND HAV MASC TOP NAUTICAL BCO MAR 41/42|SAND HAV MASC TOP NAUTICAL BCO MAR 41/42|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507661|2024-10-28 18:04:58.498525+00:00|7893249714844|7893249714844|||||5102|5102|0.0|7.6|SAND HAV KIDS SLIM PRIN RAPUNZ RS 29/30|SAND HAV KIDS SLIM PRIN RAPUNZ RS 29/30|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507662|2024-10-28 18:04:58.498525+00:00|7898002432546|7898002432546|||||5102|5102|0.0|7.6|MINI HELICOPTERO CAIXA PC|MINI HELICOPTERO CAIXA PC|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|95030099|95030099|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507663|2024-10-28 18:04:58.498525+00:00|7891000623107|7891000623107|||2200100|2200100|5102|5102|0.0|7.6|PETISCO DOGUITOS BIFINHO FRANGO 65G|PETISCO DOGUITOS BIFINHO FRANGO 65G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|23091000|23091000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507664|2024-10-28 18:04:58.498525+00:00|7896211817239|7896211817239|||||5102|5102|0.0|7.6|GARFO MESAINTERICO CT C/3 SIMONAGGIO|GARFO MESAINTERICO CT C/3 SIMONAGGIO|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|82159910|82159910|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507665|2024-10-28 18:04:58.498525+00:00|7891150050310|7891150050310|||1703500|1703500|5102|5102|0.0|7.6|TABASCO MOLHO DE PIMENTA 60ML|TABASCO MOLHO DE PIMENTA 60ML|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|21039091|21039091|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507666|2024-10-28 18:04:58.498525+00:00|7896507320146|7896507320146|||1008000|1008000|5102|5102|0.0|7.6|ESPELHO PAVAO N§14|ESPELHO PAVAO N§14|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|70099200|70099200|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507667|2024-10-28 18:04:58.498525+00:00|7909690441472|7909690441472|||||5102|5102|0.0|7.6|SAND HAV FEM SLIM PRIDE PTO 39/40|SAND HAV FEM SLIM PRIDE PTO 39/40|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507668|2024-10-28 18:04:58.498525+00:00|7896013514664|7896013514664|||2002000|2002000|5102|5102|0.0|0.0|CR TRAT NOVEX MANT CACAU 1KG|CR TRAT NOVEX MANT CACAU 1KG|naturezareceita|||||21|21|21|21|0|0|0|10.0|002|33059000|33059000|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507669|2024-10-28 18:04:58.498525+00:00|7892840206024|7892840206024|||1703101|1703101|5102|5102|0.0|7.6|DORITOS DIPPAS TOM TEMP 170G|DORITOS DIPPAS TOM TEMP 170G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19059090|19059090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507670|2024-10-28 18:04:58.498525+00:00|7500435180283|7500435180283|||2003401|2003401|5102|5102|0.0|0.0|LENCO UMEDECIDO PAMPERS CAMOMILA 48UN|LENCO UMEDECIDO PAMPERS CAMOMILA 48UN|naturezareceita|||||19|19|19|19|0|0|0|10.0|002|34011190|34011190|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507671|2024-10-28 18:04:58.498525+00:00|7909690433699|7909690433699|||||5102|5102|0.0|7.6|SAND HAV MASC TOP PRIDE PTO 43/44|SAND HAV MASC TOP PRIDE PTO 43/44|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507672|2024-10-28 18:04:58.498525+00:00|7909843034148|7909843034148|||||5102|5102|0.0|7.6|SAND HAV MASC POWER LIGHT VD PTO 37/38|SAND HAV MASC POWER LIGHT VD PTO 37/38|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507673|2024-10-28 18:04:58.498525+00:00|7897944340018|7897944340018|||||5102|5102|0.0|7.6|ASSADEIRA RETANG BAIXA 00|ASSADEIRA RETANG BAIXA 00|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|76151000|76151000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507674|2024-10-28 18:04:58.498525+00:00|7896314708823|7896314708823|||1101200|1101200|5102|5102|0.0|7.6|SACO P/ LIXO 50 LTS C/ 10UN|SACO P/ LIXO 50 LTS C/ 10UN|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|39232990|39232990|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507675|2024-10-28 18:04:58.498525+00:00|7896647021781|7896647021781|||||5102|5102|0.0|7.6|RESTA 1 SUPER JOGO PC|RESTA 1 SUPER JOGO PC|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|95030070|95030070|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507676|2024-10-28 18:04:58.498525+00:00|7909690426035|7909690426035|||||5102|5102|0.0|7.6|SAND HAV FEM SLIM PALLET GLOW RS 37/38|SAND HAV FEM SLIM PALLET GLOW RS 37/38|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507677|2024-10-28 18:04:58.498525+00:00|7897395007256|7897395007256|||0302103|0302103|5405|5405|0.0|0.0|CERV CACILDES AMBLAG PM LT 350ML|CERV CACILDES AMBLAG PM LT 350ML|naturezareceita|||||0|0|0|0|60|60|0|30.0|918|22030000|22030000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507678|2024-10-28 18:04:58.498525+00:00|7896741692986|7896741692986|||0200500|0200500|5102|5102|0.0|7.6|BEBIDA ALCOLICO CATUABA ACAI 900ML|BEBIDA ALCOLICO CATUABA ACAI 900ML|pis_aliquota, cofins_aliquota|||||27|27|27|27|0|0|0||0|22051000|22051000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507679|2024-10-28 18:04:58.498525+00:00|7909843582588|7909843582588|||||5102|5102|0.0|7.6|SAND HAV BRASIL COPA 39/40|SAND HAV BRASIL COPA 39/40|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507680|2024-10-28 18:04:58.498525+00:00|7898411591872|7898411591872|||||5102|5102|0.0|7.6|BALAO TECBOL CANUDO 50UND|BALAO TECBOL CANUDO 50UND|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|95030099|95030099|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507681|2024-10-28 18:04:58.498525+00:00|7891027159887|7891027159887||GO821022|1902100|1902100|5102|5102|0.0|7.6|CD TIL PEPPER UNIV CD 10M MASC 160F|CD TIL PEPPER UNIV CD 10M MASC 160F|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||||12|19|12|12|20|20|0||0|48202000|48202000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507682|2024-10-28 18:04:58.498525+00:00|7896071018739|7896071018739|||1704606|1704606|5102|5102|0.0|7.6|MIST BOLO BAUNILHA SANDELLA 400G|MIST BOLO BAUNILHA SANDELLA 400G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19012090|19012090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507683|2024-10-28 18:04:58.498525+00:00|7897534808775|7897534808775|||1100700|1100700|5102|5102|0.0|7.6|AZULIM LIMPA CERAMICAS 1L CITRUS DET|AZULIM LIMPA CERAMICAS 1L CITRUS DET|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|34029039|34029039|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507684|2024-10-28 18:04:58.498525+00:00|7898409951763|7898409951763|||||5102|5102|0.0|7.6|FLEISCH CHANTILY SPRAY 232ML|FLEISCH CHANTILY SPRAY 232ML|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|21069090|21069090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507685|2024-10-28 18:04:58.498525+00:00|7896064450058|7896064450058||GO821019|2005000|2005000|5102|5102|0.0|7.6|ABSORVENTE ISACARE NOTURNO SEM ABAS 8UN|ABSORVENTE ISACARE NOTURNO SEM ABAS 8UN|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||||7|12|7|7|20|20|0||0|96190000|96190000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507686|2024-10-28 18:04:58.498525+00:00|7896440500360|7896440500360||GO821019|||5102|5102|0.0|7.6|DESINFETANTE PINHO ALFAZEMA PLUS 2LT|DESINFETANTE PINHO ALFAZEMA PLUS 2LT|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||||7|19|7|7|20|20|0||0|38089419|38089419|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507687|2024-10-28 18:04:58.498525+00:00|7898228374880|7898228374880|||1703101|1703101|5102|5102|0.0|7.6|PAO DE BATATA|PAO DE BATATA|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19059090|19059090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507688|2024-10-28 18:04:58.498525+00:00|7893000235670|7893000235670||GO821019|1702600|1702600|5102|5102|0.0|0.0|MARGARINA QUALY LIGHT QUEIJO SUICO 250G|MARGARINA QUALY LIGHT QUEIJO SUICO 250G|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|24.0|127|15171000|15171000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507689|2024-10-28 18:04:58.498525+00:00|7896272000939|7896272000939|||1709000|1709000|5102|5102|0.0|7.6|PEPINO INTEIRO VALE FERTIL 300G|PEPINO INTEIRO VALE FERTIL 300G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|20011000|20011000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507690|2024-10-28 18:04:58.498525+00:00|||||1702408|1702408|5102|5102|0.0|0.0|QUEIJO PROVOLONE FAT. CAMP. KG|QUEIJO PROVOLONE FAT. CAMP. KG|naturezareceita|||||12|12|12|12|0|0|0|7.0|111|04069020|04069020|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507691|2024-10-28 18:04:58.498525+00:00||||GO822019|1704606|1704606|5102|5102|0.0|7.6|BOLO DE COCO KG|BOLO DE COCO KG|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||||7|19|7|7|20|20|0||0|19012090|19012090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507692|2024-10-28 18:04:58.498525+00:00||||GO811010|||5102|5102|0.0|0.0|PIMENTAO VERMELHO|PIMENTAO VERMELHO|cbenef, naturezareceita|||||0|0|0|0|40|40|0|14.0|116|07096000|07096000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507693|2024-10-28 18:04:58.498525+00:00|7891164005962|7891164005962|||1707903|1707903|5102|5102|0.0|7.6|EMBUTIDO DE PEITO DE FRANGO SADIA|EMBUTIDO DE PEITO DE FRANGO SADIA|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|16023220|16023220|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507694|2024-10-28 18:04:58.498525+00:00|7896773900028|7896773900028|||1702300|1702300|5102|5102|0.0|0.0|QUEIJO TIPO TRANCA|QUEIJO TIPO TRANCA|naturezareceita|||||12|12|12|12|0|0|0|7.0|111|04061090|04061090|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507695|2024-10-28 18:04:58.498525+00:00|7893657003561|7893657003561|||2006100|2006100|5102|5102|0.0|7.6|CHUMBADA BALAO N4 5*1|CHUMBADA BALAO N4 5*1|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|96151100|96151100|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507696|2024-10-28 18:04:58.498525+00:00|1091101000128|1091101000128|||1706200|1706200|5102|5102|0.0|7.6|PAO SOVADO KG|PAO SOVADO KG|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19059090|19059090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507697|2024-10-28 18:04:58.498525+00:00|7891008124323|7891008124323|||1700800|1700800|5102|5102|0.0|7.6|SERENATA GAROTO BRANCO 500G|SERENATA GAROTO BRANCO 500G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|17049090|17049090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507698|2024-10-28 18:04:58.498525+00:00|||||1708400|1708400|5102|5102|0.0|0.0|CHAMBARI MUSCULO C/OSSO KG|CHAMBARI MUSCULO C/OSSO KG|naturezareceita|||||12|12|12|12|0|0|0|18.0|121|02013000|02013000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507699|2024-10-28 18:04:58.498525+00:00|7891008425000|7891008425000|||1700200|1700200|5102|5102|0.0|7.6|GAROTO CHOC FLOCOS 180G|GAROTO CHOC FLOCOS 180G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|18063110|18063110|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507700|2024-10-28 18:04:58.498525+00:00|||||1702401|1702401|5102|5102|0.0|0.0|QUEIJO MUSSARELA SADIA|QUEIJO MUSSARELA SADIA|naturezareceita|||||12|12|12|12|0|0|0|7.0|111|04061010|04061010|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507701|2024-10-28 18:04:58.498525+00:00|||||1707800|1707800|5102|5102|0.0|7.6|MORTADELA SADIA|MORTADELA SADIA|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|16010000|16010000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507702|2024-10-28 18:04:58.498525+00:00|||||1702408|1702408|5102|5102|0.0|0.0|QUEIJO PROVOLONE FRACIONADO|QUEIJO PROVOLONE FRACIONADO|naturezareceita|||||12|12|12|12|0|0|0|7.0|111|04069020|04069020|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507703|2024-10-28 18:04:58.498525+00:00|||||1702401|1702401|5102|5102|0.0|0.0|QUEIJO MUSS. PALITO ERVAS KG|QUEIJO MUSS. PALITO ERVAS KG|naturezareceita|||||12|12|12|12|0|0|0|7.0|111|04061010|04061010|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507704|2024-10-28 18:04:58.498525+00:00|||||1708701|1708701|5102|5102|0.0|7.6|KIT FEIJOADA SUINO DEFUMADO QUALITTI|KIT FEIJOADA SUINO DEFUMADO QUALITTI|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|02101900|02101900|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507705|2024-10-28 18:04:58.498525+00:00|7898085942130|7898085942130|||2001400|2001400|5102|5102|0.0|0.0|LO INF MUNDO MARINHO SALVIA 220ML|LO INF MUNDO MARINHO SALVIA 220ML|naturezareceita|||||21|21|21|21|0|0|0|10.0|002|33049910|33049910|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507706|2024-10-28 18:04:58.498525+00:00|||||1707907|1707907|5102|5102|0.0|7.6|APRESUNTADO BOUA|APRESUNTADO BOUA|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|16024900|16024900|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507707|2024-10-28 18:04:58.498525+00:00||||GO811010|||5102|5102|0.0|0.0|PIMENTAO AMARELO|PIMENTAO AMARELO|cbenef, naturezareceita|||||0|0|0|0|40|40|0|14.0|116|07096000|07096000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507708|2024-10-28 18:04:58.498525+00:00|7891000002926|7891000002926|||1701400|1701400|5102|5102|0.0|0.0|NAN 2 450G|NAN 2 450G|naturezareceita|||||19|19|19|19|0|0|0|6.0|110|19011010|19011010|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507709|2024-10-28 18:04:58.498525+00:00|||||1702401|1702401|5102|5102|0.0|0.0|MUSSARELA CAMPESTRE TRANCA|MUSSARELA CAMPESTRE TRANCA|naturezareceita|||||12|12|12|12|0|0|0|7.0|111|04061010|04061010|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507710|2024-10-28 18:04:58.498525+00:00|7890244005809|7890244005809|||||5102|5102|0.0|7.6|SANDALIA IPANEMA AZUL/BRANCO 43/44|SANDALIA IPANEMA AZUL/BRANCO 43/44|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507711|2024-10-28 18:04:58.498525+00:00|7798018850351|7798018850351||GO821022|||5102|5102|0.0|7.6|FERMENTO BIO MD SAF 500G|FERMENTO BIO MD SAF 500G|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||||12|19|12|12|20|20|0||0|21021090|21021090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507712|2024-10-28 18:04:58.498525+00:00|7898113013443|7898113013443|||||5102|5102|0.0|7.6|PIMENTA BODE VERM PROMEZA 30G|PIMENTA BODE VERM PROMEZA 30G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|09041200|09041200|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507713|2024-10-28 18:04:58.498525+00:00|7891164005344|7891164005344|||1707800|1707800|5102|5102|0.0|7.6|SUI IND MORTADELA PEPERI 2.5KG|SUI IND MORTADELA PEPERI 2.5KG|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|16010000|16010000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507714|2024-10-28 18:04:58.498525+00:00|7891164018306|7891164018306|||1708700|1708700|5102|5102|0.0|0.0|CORACAO CONG SEL|CORACAO CONG SEL|naturezareceita|||||12|12|12|12|0|0|0|18.0|121|02071433|02071433|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507715|2024-10-28 18:04:58.498525+00:00|7890541663566|7890541663566|||||5102|5102|0.0|7.6|SD HAV TREKKING ROYAL 41/42|SD HAV TREKKING ROYAL 41/42|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507716|2024-10-28 18:04:58.498525+00:00||||GO822019|||5102|5102|0.0|7.6|QUITANDAS KG|QUITANDAS KG|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||||7|19|7|7|20|20|0||0|07099990|07099990|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507717|2024-10-28 18:04:58.498525+00:00|||||||5102|5102|0.0|7.6|MARIA MOLE KG|MARIA MOLE KG|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|21069029|21069029|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507718|2024-10-28 18:04:58.498525+00:00||||GO811010|||5102|5102|0.0|0.0|COENTRO|COENTRO|cbenef, naturezareceita|||||0|0|0|0|40|40|0|14.0|116|07099990|07099990|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507719|2024-10-28 18:04:58.498525+00:00||||GO811010|||5102|5102|0.0|0.0|BROCOLIS KG|BROCOLIS KG|cbenef, naturezareceita|||||0|0|0|0|40|40|0|14.0|116|07020000|07020000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507720|2024-10-28 18:04:58.498525+00:00||||GO811010|||5102|5102|0.0|0.0|ALFACE|ALFACE|cbenef, naturezareceita|||||0|0|0|0|40|40|0|14.0|116|07051900|07051900|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507721|2024-10-28 18:04:58.498525+00:00||||GO811010|||5102|5102|0.0|0.0|MELANCIA KG|MELANCIA KG|cbenef, naturezareceita|||||0|0|0|0|40|40|0|14.0|116|07102900|07102900|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507722|2024-10-28 18:04:58.498525+00:00|||||1708400|1708400|5102|5102|0.0|0.0|CAPA DO COXAO MOLE BOV RESF KG|CAPA DO COXAO MOLE BOV RESF KG|naturezareceita|||||12|12|12|12|0|0|0|18.0|121|02012020|02012020|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507723|2024-10-28 18:04:58.498525+00:00|7897562308728|7897562308728|||1707905|1707905|5102|5102|0.0|7.6|SUI IND PRES COZ S/GORD PEPERI|SUI IND PRES COZ S/GORD PEPERI|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|16024900|16024900|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507724|2024-10-28 18:04:58.498525+00:00|||||1702100|1702100|5102|5102|0.0|7.6|PUDIM DE LEITE CONDENSADO|PUDIM DE LEITE CONDENSADO|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|04039000|04039000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507725|2024-10-28 18:04:58.498525+00:00|7897399630023|7897399630023|||||5102|5102|0.0|7.6|DOCE CAJUADA 400GR CRIST|DOCE CAJUADA 400GR CRIST|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|20079990|20079990|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507726|2024-10-28 18:04:58.498525+00:00||||GO822019|1703102|1703102|5102|5102|0.0|7.6|ROCAMBOLE DE FRANGO KG|ROCAMBOLE DE FRANGO KG|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||||7|19|7|7|20|20|0||0|19059090|19059090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507727|2024-10-28 18:04:58.498525+00:00|||||1708400|1708400|5102|5102|0.0|7.6|COSTELA BOV RECHEADA KG|COSTELA BOV RECHEADA KG|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|02012020|02012020|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507728|2024-10-28 18:04:58.498525+00:00||||GO811010|||5102|5102|0.0|0.0|PERA KG|PERA KG|cbenef, naturezareceita|||||0|0|0|0|40|40|0|14.0|116|07096000|07096000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507729|2024-10-28 18:04:58.498525+00:00|7897822700347|7897822700347|||1708400|1708400|5102|5102|0.0|0.0|CARNE BOV.CUBOS TEMP.CONG- CUPIM FACIL|CARNE BOV.CUBOS TEMP.CONG- CUPIM FACIL|naturezareceita|||||12|12|12|12|0|0|0|18.0|121|02013000|02013000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507730|2024-10-28 18:04:58.498525+00:00|||||1708400|1708400|5102|5102|0.0|0.0|PICANHA BOV RESF (FATIADA) KG|PICANHA BOV RESF (FATIADA) KG|naturezareceita|||||12|12|12|12|0|0|0|18.0|121|02013000|02013000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507731|2024-10-28 18:04:58.498525+00:00|||||1708300|1708300|5102|5102|0.0|7.6|ALMONDEGAS DE FRANGO KG|ALMONDEGAS DE FRANGO KG|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|02102000|02102000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507732|2024-10-28 18:04:58.498525+00:00|||||1707800|1707800|5102|5102|0.0|7.6|MORTADELA TIPO BOLONHA PP OLHOS DA AGUA|MORTADELA TIPO BOLONHA PP OLHOS DA AGUA|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|16010000|16010000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507733|2024-10-28 18:04:58.498525+00:00||||GO811010|||5102|5102|0.0|0.0|UVA RUBI KG|UVA RUBI KG|cbenef, naturezareceita|||||0|0|0|0|40|40|0|14.0|116|08061000|08061000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507734|2024-10-28 18:04:58.498525+00:00||||GO811010|||5102|5102|0.0|0.0|MANGA KG|MANGA KG|cbenef, naturezareceita|||||0|0|0|0|40|40|0|14.0|116|08045020|08045020|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
